Model#,#EM,Model,ALGAE/WATER,BARE SOIL,PICKLEWEED,SHALLOW WATER,UPLANDS,WATER,ALGAE/WATER_lib#,BARE SOIL_lib#,PICKLEWEED_lib#,SHALLOW WATER_lib#,UPLANDS_lib#,WATER_lib#,#pixels,%pixels
3309,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X198_Y50,,Uplands_X197_Y47,,,8,33,,48,,0,0
3310,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X198_Y50,,Uplands_X232_Y23,,,8,33,,49,,0,0
3311,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X198_Y50,,Uplands_X233_Y22,,,8,33,,50,,0,0
3312,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X200_Y50,,Uplands_X143_Y104,,,8,34,,47,,0,0
3313,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X200_Y50,,Uplands_X197_Y47,,,8,34,,48,,0,0
3314,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X200_Y50,,Uplands_X232_Y23,,,8,34,,49,,0,0
3315,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X200_Y50,,Uplands_X233_Y22,,,8,34,,50,,0,0
3316,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X201_Y50,,Uplands_X143_Y104,,,8,35,,47,,0,0
3317,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X201_Y50,,Uplands_X197_Y47,,,8,35,,48,,0,0
3318,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X201_Y50,,Uplands_X232_Y23,,,8,35,,49,,0,0
3319,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X201_Y50,,Uplands_X233_Y22,,,8,35,,50,,0,0
3320,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X201_Y50,,Uplands_X143_Y104,,,8,36,,47,,0,0
3321,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X201_Y50,,Uplands_X197_Y47,,,8,36,,48,,0,0
3322,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X201_Y50,,Uplands_X232_Y23,,,8,36,,49,,0,0
3323,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X201_Y50,,Uplands_X233_Y22,,,8,36,,50,,0,0
3324,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X217_Y163,,Uplands_X143_Y104,,,8,37,,47,,0,0
3325,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X217_Y163,,Uplands_X197_Y47,,,8,37,,48,,0,0
3326,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X217_Y163,,Uplands_X232_Y23,,,8,37,,49,,0,0
3327,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X219_Y157,Pickleweed_X217_Y163,,Uplands_X233_Y22,,,8,37,,50,,0,0
3328,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,220302b.20m.asd                 No-OAR,,Uplands_X143_Y104,,,9,24,,47,,0,0
3329,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,220302b.20m.asd                 No-OAR,,Uplands_X197_Y47,,,9,24,,48,,0,0
3330,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,220302b.20m.asd                 No-OAR,,Uplands_X232_Y23,,,9,24,,49,,0,0
3331,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,220302b.20m.asd                 No-OAR,,Uplands_X233_Y22,,,9,24,,50,,0,0
3332,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,220302b.24m.asd                 No-OAR,,Uplands_X143_Y104,,,9,25,,47,,0,0
3333,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,220302b.24m.asd                 No-OAR,,Uplands_X197_Y47,,,9,25,,48,,0,0
3334,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,220302b.24m.asd                 No-OAR,,Uplands_X232_Y23,,,9,25,,49,,0,0
3335,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,220302b.24m.asd                 No-OAR,,Uplands_X233_Y22,,,9,25,,50,,0,0
3336,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,220302b.26m.asd                 No-OAR,,Uplands_X143_Y104,,,9,26,,47,,0,0
3337,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,220302b.26m.asd                 No-OAR,,Uplands_X197_Y47,,,9,26,,48,,0,0
3338,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,220302b.26m.asd                 No-OAR,,Uplands_X232_Y23,,,9,26,,49,,0,0
3339,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,220302b.26m.asd                 No-OAR,,Uplands_X233_Y22,,,9,26,,50,,0,0
3340,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X173_Y144,,Uplands_X143_Y104,,,9,27,,47,,0,0
3341,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X173_Y144,,Uplands_X197_Y47,,,9,27,,48,,0,0
3342,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X173_Y144,,Uplands_X232_Y23,,,9,27,,49,,0,0
3343,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X173_Y144,,Uplands_X233_Y22,,,9,27,,50,,0,0
3344,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X175_Y140,,Uplands_X143_Y104,,,9,28,,47,,0,0
3345,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X175_Y140,,Uplands_X197_Y47,,,9,28,,48,,0,0
3346,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X175_Y140,,Uplands_X232_Y23,,,9,28,,49,,0,0
3347,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X175_Y140,,Uplands_X233_Y22,,,9,28,,50,,0,0
3348,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X175_Y92,,Uplands_X143_Y104,,,9,29,,47,,0,0
3349,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X175_Y92,,Uplands_X197_Y47,,,9,29,,48,,0,0
3350,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X175_Y92,,Uplands_X232_Y23,,,9,29,,49,,0,0
3351,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X175_Y92,,Uplands_X233_Y22,,,9,29,,50,,0,0
3352,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X177_Y93,,Uplands_X143_Y104,,,9,30,,47,,0,0
3353,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X177_Y93,,Uplands_X197_Y47,,,9,30,,48,,0,0
3354,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X177_Y93,,Uplands_X232_Y23,,,9,30,,49,,0,0
3355,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X177_Y93,,Uplands_X233_Y22,,,9,30,,50,,0,0
3356,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X178_Y93,,Uplands_X143_Y104,,,9,31,,47,,0,0
3357,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X178_Y93,,Uplands_X197_Y47,,,9,31,,48,,0,0
3358,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X178_Y93,,Uplands_X232_Y23,,,9,31,,49,,0,0
3359,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X178_Y93,,Uplands_X233_Y22,,,9,31,,50,,0,0
3360,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X195_Y52,,Uplands_X143_Y104,,,9,32,,47,,0,0
3361,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X195_Y52,,Uplands_X197_Y47,,,9,32,,48,,0,0
3362,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X195_Y52,,Uplands_X232_Y23,,,9,32,,49,,0,0
3363,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X195_Y52,,Uplands_X233_Y22,,,9,32,,50,,0,0
3364,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X198_Y50,,Uplands_X143_Y104,,,9,33,,47,,0,0
3365,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X198_Y50,,Uplands_X197_Y47,,,9,33,,48,,0,0
3366,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X198_Y50,,Uplands_X232_Y23,,,9,33,,49,,0,0
3367,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X198_Y50,,Uplands_X233_Y22,,,9,33,,50,,0,0
3368,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X200_Y50,,Uplands_X143_Y104,,,9,34,,47,,0,0
3369,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X200_Y50,,Uplands_X197_Y47,,,9,34,,48,,0,0
3370,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X200_Y50,,Uplands_X232_Y23,,,9,34,,49,,0,0
3371,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X200_Y50,,Uplands_X233_Y22,,,9,34,,50,,0,0
3372,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X201_Y50,,Uplands_X143_Y104,,,9,35,,47,,0,0
3373,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X201_Y50,,Uplands_X197_Y47,,,9,35,,48,,0,0
3374,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X201_Y50,,Uplands_X232_Y23,,,9,35,,49,,0,0
3375,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X201_Y50,,Uplands_X233_Y22,,,9,35,,50,,0,0
3376,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X201_Y50,,Uplands_X143_Y104,,,9,36,,47,,0,0
3377,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X201_Y50,,Uplands_X197_Y47,,,9,36,,48,,0,0
3378,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X201_Y50,,Uplands_X232_Y23,,,9,36,,49,,0,0
3379,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X201_Y50,,Uplands_X233_Y22,,,9,36,,50,,0,0
3380,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X217_Y163,,Uplands_X143_Y104,,,9,37,,47,,0,0
3381,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X217_Y163,,Uplands_X197_Y47,,,9,37,,48,,0,0
3382,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X217_Y163,,Uplands_X232_Y23,,,9,37,,49,,0,0
3383,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y154,Pickleweed_X217_Y163,,Uplands_X233_Y22,,,9,37,,50,,0,0
3384,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,220302b.20m.asd                 No-OAR,,Uplands_X143_Y104,,,10,24,,47,,0,0
3385,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,220302b.20m.asd                 No-OAR,,Uplands_X197_Y47,,,10,24,,48,,0,0
3386,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,220302b.20m.asd                 No-OAR,,Uplands_X232_Y23,,,10,24,,49,,0,0
3387,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,220302b.20m.asd                 No-OAR,,Uplands_X233_Y22,,,10,24,,50,,0,0
3388,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,220302b.24m.asd                 No-OAR,,Uplands_X143_Y104,,,10,25,,47,,0,0
3389,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,220302b.24m.asd                 No-OAR,,Uplands_X197_Y47,,,10,25,,48,,0,0
3390,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,220302b.24m.asd                 No-OAR,,Uplands_X232_Y23,,,10,25,,49,,0,0
3391,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,220302b.24m.asd                 No-OAR,,Uplands_X233_Y22,,,10,25,,50,,0,0
3392,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,220302b.26m.asd                 No-OAR,,Uplands_X143_Y104,,,10,26,,47,,0,0
3393,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,220302b.26m.asd                 No-OAR,,Uplands_X197_Y47,,,10,26,,48,,0,0
3394,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,220302b.26m.asd                 No-OAR,,Uplands_X232_Y23,,,10,26,,49,,0,0
3395,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,220302b.26m.asd                 No-OAR,,Uplands_X233_Y22,,,10,26,,50,,0,0
3396,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X173_Y144,,Uplands_X143_Y104,,,10,27,,47,,0,0
3397,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X173_Y144,,Uplands_X197_Y47,,,10,27,,48,,0,0
3398,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X173_Y144,,Uplands_X232_Y23,,,10,27,,49,,0,0
3399,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X173_Y144,,Uplands_X233_Y22,,,10,27,,50,,0,0
3400,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X175_Y140,,Uplands_X143_Y104,,,10,28,,47,,0,0
3401,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X175_Y140,,Uplands_X197_Y47,,,10,28,,48,,0,0
3402,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X175_Y140,,Uplands_X232_Y23,,,10,28,,49,,0,0
3403,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X175_Y140,,Uplands_X233_Y22,,,10,28,,50,,0,0
3404,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X175_Y92,,Uplands_X143_Y104,,,10,29,,47,,0,0
3405,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X175_Y92,,Uplands_X197_Y47,,,10,29,,48,,0,0
3406,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X175_Y92,,Uplands_X232_Y23,,,10,29,,49,,0,0
3407,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X175_Y92,,Uplands_X233_Y22,,,10,29,,50,,0,0
3408,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X177_Y93,,Uplands_X143_Y104,,,10,30,,47,,0,0
3409,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X177_Y93,,Uplands_X197_Y47,,,10,30,,48,,0,0
3410,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X177_Y93,,Uplands_X232_Y23,,,10,30,,49,,0,0
3411,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X177_Y93,,Uplands_X233_Y22,,,10,30,,50,,0,0
3412,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X178_Y93,,Uplands_X143_Y104,,,10,31,,47,,0,0
3413,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X178_Y93,,Uplands_X197_Y47,,,10,31,,48,,0,0
3414,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X178_Y93,,Uplands_X232_Y23,,,10,31,,49,,0,0
3415,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X178_Y93,,Uplands_X233_Y22,,,10,31,,50,,0,0
3416,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X195_Y52,,Uplands_X143_Y104,,,10,32,,47,,0,0
3417,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X195_Y52,,Uplands_X197_Y47,,,10,32,,48,,0,0
3418,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X195_Y52,,Uplands_X232_Y23,,,10,32,,49,,0,0
3419,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X195_Y52,,Uplands_X233_Y22,,,10,32,,50,,0,0
3420,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X198_Y50,,Uplands_X143_Y104,,,10,33,,47,,0,0
3421,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X198_Y50,,Uplands_X197_Y47,,,10,33,,48,,0,0
3422,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X198_Y50,,Uplands_X232_Y23,,,10,33,,49,,0,0
3423,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X198_Y50,,Uplands_X233_Y22,,,10,33,,50,,0,0
3424,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X200_Y50,,Uplands_X143_Y104,,,10,34,,47,,0,0
3425,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X200_Y50,,Uplands_X197_Y47,,,10,34,,48,,0,0
3426,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X200_Y50,,Uplands_X232_Y23,,,10,34,,49,,0,0
3427,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X200_Y50,,Uplands_X233_Y22,,,10,34,,50,,0,0
3428,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X201_Y50,,Uplands_X143_Y104,,,10,35,,47,,0,0
3429,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X201_Y50,,Uplands_X197_Y47,,,10,35,,48,,0,0
3430,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X201_Y50,,Uplands_X232_Y23,,,10,35,,49,,0,0
3431,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X201_Y50,,Uplands_X233_Y22,,,10,35,,50,,0,0
3432,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X201_Y50,,Uplands_X143_Y104,,,10,36,,47,,0,0
3433,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X201_Y50,,Uplands_X197_Y47,,,10,36,,48,,0,0
3434,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X201_Y50,,Uplands_X232_Y23,,,10,36,,49,,0,0
3435,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X201_Y50,,Uplands_X233_Y22,,,10,36,,50,,0,0
3436,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X217_Y163,,Uplands_X143_Y104,,,10,37,,47,,0,0
3437,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X217_Y163,,Uplands_X197_Y47,,,10,37,,48,,0,0
3438,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X217_Y163,,Uplands_X232_Y23,,,10,37,,49,,0,0
3439,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X220_Y157,Pickleweed_X217_Y163,,Uplands_X233_Y22,,,10,37,,50,,0,0
3440,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,220302b.20m.asd                 No-OAR,,,Water_X174_Y193,,4,24,,,51,0,0
3441,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,220302b.20m.asd                 No-OAR,,,Water_X198_Y103,,4,24,,,52,0,0
3442,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,220302b.20m.asd                 No-OAR,,,Water_X199_Y103,,4,24,,,53,0,0
3443,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,220302b.20m.asd                 No-OAR,,,Water_X210_Y122,,4,24,,,54,0,0
3444,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,220302b.24m.asd                 No-OAR,,,Water_X174_Y193,,4,25,,,51,0,0
3445,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,220302b.24m.asd                 No-OAR,,,Water_X198_Y103,,4,25,,,52,0,0
3446,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,220302b.24m.asd                 No-OAR,,,Water_X199_Y103,,4,25,,,53,0,0
3447,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,220302b.24m.asd                 No-OAR,,,Water_X210_Y122,,4,25,,,54,0,0
3448,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,220302b.26m.asd                 No-OAR,,,Water_X174_Y193,,4,26,,,51,0,0
3449,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,220302b.26m.asd                 No-OAR,,,Water_X198_Y103,,4,26,,,52,0,0
3450,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,220302b.26m.asd                 No-OAR,,,Water_X199_Y103,,4,26,,,53,0,0
3451,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,220302b.26m.asd                 No-OAR,,,Water_X210_Y122,,4,26,,,54,0,0
3452,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X173_Y144,,,Water_X174_Y193,,4,27,,,51,0,0
3453,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X173_Y144,,,Water_X198_Y103,,4,27,,,52,0,0
3454,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X173_Y144,,,Water_X199_Y103,,4,27,,,53,0,0
3455,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X173_Y144,,,Water_X210_Y122,,4,27,,,54,0,0
3456,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X175_Y140,,,Water_X174_Y193,,4,28,,,51,0,0
3457,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X175_Y140,,,Water_X198_Y103,,4,28,,,52,0,0
3458,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X175_Y140,,,Water_X199_Y103,,4,28,,,53,0,0
3459,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X175_Y140,,,Water_X210_Y122,,4,28,,,54,0,0
3460,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X175_Y92,,,Water_X174_Y193,,4,29,,,51,0,0
3461,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X175_Y92,,,Water_X198_Y103,,4,29,,,52,0,0
3462,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X175_Y92,,,Water_X199_Y103,,4,29,,,53,0,0
3463,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X175_Y92,,,Water_X210_Y122,,4,29,,,54,0,0
3464,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X177_Y93,,,Water_X174_Y193,,4,30,,,51,0,0
3465,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X177_Y93,,,Water_X198_Y103,,4,30,,,52,0,0
3466,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X177_Y93,,,Water_X199_Y103,,4,30,,,53,0,0
3467,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X177_Y93,,,Water_X210_Y122,,4,30,,,54,0,0
3468,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X178_Y93,,,Water_X174_Y193,,4,31,,,51,0,0
3469,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X178_Y93,,,Water_X198_Y103,,4,31,,,52,0,0
3470,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X178_Y93,,,Water_X199_Y103,,4,31,,,53,0,0
3471,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X178_Y93,,,Water_X210_Y122,,4,31,,,54,0,0
3472,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X195_Y52,,,Water_X174_Y193,,4,32,,,51,0,0
3473,3,BARE SOIL-PICKLEWEED-WATER,,BareSoil_X178_Y152,Pickleweed_X195_Y52,,,Water_X198_Y103,,4,32,,,52,0,0
