Model#,#EM,Model,BARE SOIL,GREEN VEG,NPV,BARE SOIL_lib#,GREEN VEG_lib#,NPV_lib#,#pixels,%pixels
3973,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,27,60,0,0
3974,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,220420b.24m.asd                 No-OAR,10,27,61,0,0
3975,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,27,62,0,0
3976,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,27,63,0,0
3977,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,220420c.20m.asd                 No-OAR,10,27,64,0,0
3978,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,Pickleweed_X157_Y148,10,27,65,2,    0.001752
3979,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,Pickleweed_X166_Y88,10,27,66,0,0
3980,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,Pickleweed_X175_Y92,10,27,67,0,0
3981,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,Pickleweed_X179_Y140,10,27,68,0,0
3982,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,Pickleweed_X198_Y49,10,27,69,2,    0.001752
3983,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,Uplands_X113_Y71,10,27,70,2,    0.001752
3984,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,Uplands_X188_Y50,10,27,71,0,0
3985,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,220420a.13m.asd                 No-OAR,10,28,56,0,0
3986,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,220420a.15m.asd                 No-OAR,10,28,57,0,0
3987,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,220420a.16m.asd                 No-OAR,10,28,58,0,0
3988,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,28,59,0,0
3989,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,28,60,0,0
3990,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,220420b.24m.asd                 No-OAR,10,28,61,0,0
3991,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,28,62,0,0
3992,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,28,63,0,0
3993,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,220420c.20m.asd                 No-OAR,10,28,64,0,0
3994,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,Pickleweed_X157_Y148,10,28,65,2,    0.001752
3995,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,Pickleweed_X166_Y88,10,28,66,0,0
3996,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,Pickleweed_X175_Y92,10,28,67,2,    0.001752
3997,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,Pickleweed_X179_Y140,10,28,68,0,0
3998,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,Pickleweed_X198_Y49,10,28,69,9,    0.007885
3999,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,Uplands_X113_Y71,10,28,70,8,    0.007009
4000,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.4m.asd                 No-OAR,Uplands_X188_Y50,10,28,71,4,    0.003505
4001,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,220420a.13m.asd                 No-OAR,10,29,56,0,0
4002,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,220420a.15m.asd                 No-OAR,10,29,57,0,0
4003,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,220420a.16m.asd                 No-OAR,10,29,58,0,0
4004,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,29,59,0,0
4005,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,29,60,0,0
4006,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,220420b.24m.asd                 No-OAR,10,29,61,0,0
4007,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,29,62,0,0
4008,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,29,63,0,0
4009,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,220420c.20m.asd                 No-OAR,10,29,64,0,0
4010,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,Pickleweed_X157_Y148,10,29,65,0,0
4011,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,Pickleweed_X166_Y88,10,29,66,0,0
4012,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,Pickleweed_X175_Y92,10,29,67,0,0
4013,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,Pickleweed_X179_Y140,10,29,68,0,0
4014,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,Pickleweed_X198_Y49,10,29,69,0,0
4015,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,Uplands_X113_Y71,10,29,70,17,    0.014895
4016,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.8m.asd                 No-OAR,Uplands_X188_Y50,10,29,71,2,    0.001752
4017,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,220420a.13m.asd                 No-OAR,10,33,56,0,0
4018,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,220420a.15m.asd                 No-OAR,10,33,57,0,0
4019,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,220420a.16m.asd                 No-OAR,10,33,58,0,0
4020,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,220420b.20m.asd                 No-OAR,10,33,59,0,0
4021,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,220420b.20m.asd                 No-OAR,10,33,60,0,0
4022,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,220420b.24m.asd                 No-OAR,10,33,61,1,    0.000876
4023,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,220420b.28m.asd                 No-OAR,10,33,62,0,0
4024,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,220420b.28m.asd                 No-OAR,10,33,63,0,0
4025,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,220420c.20m.asd                 No-OAR,10,33,64,0,0
4026,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,Pickleweed_X157_Y148,10,33,65,0,0
4027,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,Pickleweed_X166_Y88,10,33,66,20,    0.017523
4028,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,Pickleweed_X175_Y92,10,33,67,3,    0.002628
4029,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,Pickleweed_X179_Y140,10,33,68,3,    0.002628
4030,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,Pickleweed_X198_Y49,10,33,69,19,    0.016647
4031,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,Uplands_X113_Y71,10,33,70,39,    0.034170
4032,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X175_Y257,Uplands_X188_Y50,10,33,71,23,    0.020152
4033,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,220420a.13m.asd                 No-OAR,10,34,56,5,    0.004381
4034,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,220420a.15m.asd                 No-OAR,10,34,57,1,    0.000876
4035,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,220420a.16m.asd                 No-OAR,10,34,58,1,    0.000876
4036,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,220420b.20m.asd                 No-OAR,10,34,59,0,0
4037,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,220420b.20m.asd                 No-OAR,10,34,60,0,0
4038,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,220420b.24m.asd                 No-OAR,10,34,61,0,0
4039,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,220420b.28m.asd                 No-OAR,10,34,62,0,0
4040,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,220420b.28m.asd                 No-OAR,10,34,63,0,0
4041,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,220420c.20m.asd                 No-OAR,10,34,64,0,0
4042,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,Pickleweed_X157_Y148,10,34,65,0,0
4043,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,Pickleweed_X166_Y88,10,34,66,0,0
4044,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,Pickleweed_X175_Y92,10,34,67,0,0
4045,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,Pickleweed_X179_Y140,10,34,68,0,0
4046,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,Pickleweed_X198_Y49,10,34,69,35,    0.030666
4047,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,Uplands_X113_Y71,10,34,70,2,    0.001752
4048,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X176_Y92,Uplands_X188_Y50,10,34,71,0,0
4049,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,220420a.13m.asd                 No-OAR,10,39,56,0,0
4050,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,220420a.15m.asd                 No-OAR,10,39,57,0,0
4051,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,220420a.16m.asd                 No-OAR,10,39,58,0,0
4052,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,220420b.20m.asd                 No-OAR,10,39,59,0,0
4053,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,220420b.20m.asd                 No-OAR,10,39,60,0,0
4054,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,220420b.24m.asd                 No-OAR,10,39,61,0,0
4055,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,220420b.28m.asd                 No-OAR,10,39,62,0,0
4056,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,220420b.28m.asd                 No-OAR,10,39,63,0,0
4057,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,220420c.20m.asd                 No-OAR,10,39,64,0,0
4058,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,Pickleweed_X157_Y148,10,39,65,0,0
4059,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,Pickleweed_X166_Y88,10,39,66,62,    0.054322
4060,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,Pickleweed_X175_Y92,10,39,67,0,0
4061,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,Pickleweed_X179_Y140,10,39,68,0,0
4062,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,Pickleweed_X198_Y49,10,39,69,0,0
4063,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,Uplands_X113_Y71,10,39,70,16,    0.014019
4064,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X200_Y49,Uplands_X188_Y50,10,39,71,9,    0.007885
4065,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,220420a.13m.asd                 No-OAR,10,40,56,0,0
4066,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,220420a.15m.asd                 No-OAR,10,40,57,0,0
4067,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,220420a.16m.asd                 No-OAR,10,40,58,0,0
4068,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,220420b.20m.asd                 No-OAR,10,40,59,0,0
4069,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,220420b.20m.asd                 No-OAR,10,40,60,0,0
4070,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,220420b.24m.asd                 No-OAR,10,40,61,0,0
4071,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,220420b.28m.asd                 No-OAR,10,40,62,0,0
4072,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,220420b.28m.asd                 No-OAR,10,40,63,0,0
4073,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,220420c.20m.asd                 No-OAR,10,40,64,4,    0.003505
4074,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,Pickleweed_X157_Y148,10,40,65,0,0
4075,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,Pickleweed_X166_Y88,10,40,66,56,    0.049065
4076,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,Pickleweed_X175_Y92,10,40,67,0,0
4077,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,Pickleweed_X179_Y140,10,40,68,0,0
4078,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,Pickleweed_X198_Y49,10,40,69,3,    0.002628
4079,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,Uplands_X113_Y71,10,40,70,1,    0.000876
4080,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X203_Y175,Uplands_X188_Y50,10,40,71,14,    0.012266
4081,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,220420a.13m.asd                 No-OAR,10,41,56,0,0
4082,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,220420a.15m.asd                 No-OAR,10,41,57,0,0
4083,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,220420a.16m.asd                 No-OAR,10,41,58,0,0
4084,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,220420b.20m.asd                 No-OAR,10,41,59,0,0
4085,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,220420b.20m.asd                 No-OAR,10,41,60,0,0
4086,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,220420b.24m.asd                 No-OAR,10,41,61,0,0
4087,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,220420b.28m.asd                 No-OAR,10,41,62,0,0
4088,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,220420b.28m.asd                 No-OAR,10,41,63,0,0
4089,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,220420c.20m.asd                 No-OAR,10,41,64,0,0
4090,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,Pickleweed_X157_Y148,10,41,65,0,0
4091,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,Pickleweed_X166_Y88,10,41,66,2,    0.001752
4092,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,Pickleweed_X175_Y92,10,41,67,0,0
4093,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,Pickleweed_X179_Y140,10,41,68,0,0
4094,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,Pickleweed_X198_Y49,10,41,69,0,0
4095,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,Uplands_X113_Y71,10,41,70,36,    0.031542
4096,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X215_Y163,Uplands_X188_Y50,10,41,71,4,    0.003505
4097,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,220420a.13m.asd                 No-OAR,10,42,56,0,0
4098,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,220420a.15m.asd                 No-OAR,10,42,57,0,0
4099,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,220420a.16m.asd                 No-OAR,10,42,58,0,0
4100,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,220420b.20m.asd                 No-OAR,10,42,59,0,0
4101,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,220420b.20m.asd                 No-OAR,10,42,60,0,0
4102,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,220420b.24m.asd                 No-OAR,10,42,61,0,0
4103,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,220420b.28m.asd                 No-OAR,10,42,62,0,0
4104,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,220420b.28m.asd                 No-OAR,10,42,63,0,0
4105,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,220420c.20m.asd                 No-OAR,10,42,64,0,0
4106,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,Pickleweed_X157_Y148,10,42,65,0,0
4107,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,Pickleweed_X166_Y88,10,42,66,3,    0.002628
4108,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,Pickleweed_X175_Y92,10,42,67,0,0
4109,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,Pickleweed_X179_Y140,10,42,68,0,0
4110,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,Pickleweed_X198_Y49,10,42,69,0,0
4111,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,Uplands_X113_Y71,10,42,70,41,    0.035923
4112,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Pickleweed_X217_Y163,Uplands_X188_Y50,10,42,71,64,    0.056074
4113,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,220420a.13m.asd                 No-OAR,10,46,56,0,0
4114,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,220420a.15m.asd                 No-OAR,10,46,57,5,    0.004381
4115,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,220420a.16m.asd                 No-OAR,10,46,58,11,    0.009638
4116,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,220420b.20m.asd                 No-OAR,10,46,59,11,    0.009638
4117,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,220420b.20m.asd                 No-OAR,10,46,60,0,0
4118,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,220420b.24m.asd                 No-OAR,10,46,61,6,    0.005257
4119,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,220420b.28m.asd                 No-OAR,10,46,62,1,    0.000876
4120,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,220420b.28m.asd                 No-OAR,10,46,63,0,0
4121,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,220420c.20m.asd                 No-OAR,10,46,64,15,    0.013142
4122,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,Pickleweed_X157_Y148,10,46,65,172,    0.150700
4123,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,Pickleweed_X166_Y88,10,46,66,34,    0.029790
4124,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,Pickleweed_X175_Y92,10,46,67,129,    0.113025
4125,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,Pickleweed_X179_Y140,10,46,68,117,    0.102511
4126,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,Pickleweed_X198_Y49,10,46,69,551,    0.482766
4127,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,Uplands_X113_Y71,10,46,70,1884,    1.650691
4128,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y171,Uplands_X188_Y50,10,46,71,131,    0.114777
4129,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,220420a.13m.asd                 No-OAR,10,47,56,31,    0.027161
4130,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,220420a.15m.asd                 No-OAR,10,47,57,44,    0.038551
4131,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,220420a.16m.asd                 No-OAR,10,47,58,87,    0.076226
4132,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,220420b.20m.asd                 No-OAR,10,47,59,16,    0.014019
4133,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,220420b.20m.asd                 No-OAR,10,47,60,0,0
4134,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,220420b.24m.asd                 No-OAR,10,47,61,53,    0.046437
4135,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,220420b.28m.asd                 No-OAR,10,47,62,18,    0.015771
4136,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,220420b.28m.asd                 No-OAR,10,47,63,0,0
4137,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,220420c.20m.asd                 No-OAR,10,47,64,33,    0.028913
4138,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,Pickleweed_X157_Y148,10,47,65,0,0
4139,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,Pickleweed_X166_Y88,10,47,66,1,    0.000876
4140,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,Pickleweed_X175_Y92,10,47,67,2,    0.001752
4141,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,Pickleweed_X179_Y140,10,47,68,0,0
4142,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,Pickleweed_X198_Y49,10,47,69,4,    0.003505
4143,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,Uplands_X113_Y71,10,47,70,19,    0.016647
4144,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X143_Y81,Uplands_X188_Y50,10,47,71,0,0
4145,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X166_Y52,220420a.13m.asd                 No-OAR,10,49,56,10,    0.008762
4146,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X166_Y52,220420a.15m.asd                 No-OAR,10,49,57,9,    0.007885
4147,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,Uplands_X166_Y52,220420a.16m.asd                 No-OAR,10,49,58,3,    0.002628
